DATE,Accommodation,Accommodation and Food Services,Activities Related to Real Esta,Administrative and Support and Waste Management and Remediation Services,Administrative and Support Services ,Air Transportation ,"Architectural, Engineering, and Related Services",Automotive Equipment Rental and Leasing,Automotive Repair and Maintenance,Average Hourly Earnings of All Employees Construction,Average Hourly Earnings of All Employees Education and Health Services,Average Hourly Earnings of All Employees Financial Activities ,Average Hourly Earnings of All Employees Goods Producing ,Average Hourly Earnings of All Employees Information ,Average Hourly Earnings of All Employees Leisure and Hospitality ,Average Hourly Earnings of All Employees Other Services ,Average Hourly Earnings of All Employees Private Service Providing ,Average Hourly Earnings of All Employees Professional and Business Services ,Average Hourly Earnings of All Employees Total Private ,"Average Hourly Earnings of All Employees Trade, Transportation, and Utilities ",Average Hourly Earnings of Production Employees Manufacturing ,Average Weekly Earnings of All Employees Construction ,Average Weekly Earnings of All Employees Information ,Average Weekly Earnings of All Employees Manufacturing ,Average Weekly Earnings of All Employees Other Services ,Average Weekly Earnings of All Employees Total Private ,Average Weekly Earnings of Production Employees Manufacturing ,Average Weekly Hours of All Employees Goods Producing ,Average Weekly Hours of All Employees Other Services ,Average Weekly Hours of All Employees Private Service Providing ,Average Weekly Hours of All Employees Total Private ,Business Support Services ,Civic and Social Organizations ,Computer Systems Design and Related Services ,Consumer Goods Rental ,Couriers and Messengers ,Drinking Places ,Drycleaning and Laundry Services ,Educational Services ,Employment Services ,Facilities Support Services ,Federal Government ,Financial Activities ,Freight Transportation Arrangement ,General Rental Centers ,Goods Producing ,Government ,Grant making anf Giving Services ,Health Care and Social Assistance ,Information ,Investigation and Security Services ,Legal Sevices ,Leisure and Hospitality ,Lessors of Real Estate ,Local Government ,Local Government Educational Services ,Logging ,Management of Companies and Enterprises ,"Management, Scientific, and Technical Consulting Services ",Mining ,Mining and Logging ,"Mining, Logging, and Construction ",Office Administrative Services ,Other Personal Services ,"Other Professional, Scientific, and Technical Services ",Other Services ,Other Support Services ,Personal and Laundry Services,Personal Care Services,Professional and Business Services,Real Estate,Real Estate and Rental and Leasing,Religious Organisations,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",Rental and Leasing Services,Repair and Maintenance,School and Employee Bus Transportation,Scientific Research and Development Services,Services to Buildings and Dwellings,Social Advocacy Organizations,Social Assistance,Special Food Services,Specialized Design Services,State Government Educational Services,Support Activities for Road Transportation,Support Activities for Transportation,Support Activities for Water Transportation,Transit and Ground Passenger Transportation,Transportation and Warehousing,Travel Arrangement and Reservation Services,Truck Transportation,Utilities,Warehousing and Storage,Waste Management and Remediation Services,Wholesale Trade
01-12-2010,198,1274.4,89.7,890.6,849.7,41.5,152.1,18,99,,,,,,,,,,,,,,,,,,,,,,,57.5,35.6,205.5,20.5,69.5,24.4,33.6,313.9,358.6,,254.6,764.9,24.4,4.4,1822,2442.7,23.8,1849.9,439.6,115.9,132.6,1516.8,59.1,1697,938.5,1.4,204.7,162.7,25.6,27,576.6,72,38.2,63.5,485.2,24.7,140.3,58.9,2120.7,189.4,249.3,91.2,210.3,57,134.6,9.2,119.2,193.6,20.4,573.8,50,19.3,226.8,16.3,75.1,16.3,38,419.8,19.5,99.4,58.3,68.6,40.9,653.3
01-01-2011,194.1,1243.6,88.8,845.8,805.4,41.4,150.7,17.7,98.4,,,,,,,,,,,,,,,,,,,,,,,54.8,35.5,204.9,19.1,61.6,24.2,33.4,293.1,323.1,,253.7,757.6,24.5,4.2,1794.9,2424.3,23,1836.4,431.4,115.3,130.4,1476.3,58,1683.5,928.3,1.2,201.6,159.4,25.5,26.7,559.4,70.2,36.6,62.4,480,25.9,138.2,58.6,2065.5,186.3,244.2,91.4,207.8,55,134,9,117.7,189.2,19.9,569,44.8,18.9,222.8,14.3,76.6,16.1,37.1,405.4,19,98.6,57.8,66.3,40.4,647.1
01-02-2011,195.8,1254.8,88.8,856.9,816.4,41.6,150.8,17.8,99.7,,,,,,,,,,,,,,,,,,,,,,,54.2,36.9,206.5,19.3,61.7,24.3,33.3,314.8,332.7,,254.3,759.6,24.5,4.3,1801.3,2445.6,24,1840.6,431.7,116.1,130.6,1490.6,58.3,1698.7,943.6,1.3,201.7,161,25.7,27,562,70.6,36.9,62.5,485.3,26.2,139,59.1,2088.9,186.7,245.6,91.3,210.5,55.8,135.8,8.8,118.1,189.7,20.3,568.4,46.2,19,228.4,14.3,75.8,15.5,37,405.4,19,99,57.9,66.4,40.5,650.1
01-03-2011,196.7,1266,88.8,860.9,820.5,41.8,150.8,17.8,99.8,,,,,,,,,,,,,,,,,,,,,,,55.2,36.8,206.9,19.4,61.5,24.6,33.4,318.1,334.3,,255.3,760.5,24.7,4.3,1804.5,2469.2,24,1845.3,433.1,116.5,131.2,1506.1,58.2,1717.9,960.7,1.1,201.9,161.8,25.8,26.9,561.1,70.7,37.2,62.6,486.5,26.5,140.1,59.8,2095.4,186.7,245.8,91.5,210.7,56,135.7,8.7,118.2,190.3,20.3,567.4,46.4,19.2,231.9,14.2,76.2,15.7,37.1,406.3,19.2,99.3,58,66.3,40.4,650.7
01-04-2011,196.3,1278.2,89.1,867.7,826.8,41.5,151.4,17.8,102.1,,,,,,,,,,,,,,,,,,,,,,,55.8,36.8,208.3,19.5,60.3,24.5,33.3,318.4,336.9,,257.6,758.3,24.7,4.4,1820.8,2469.6,24.4,1850.2,428.5,117.5,130.8,1524.4,58.2,1715.5,959.6,1.2,199.9,164.3,26.5,27.7,573.4,68.8,37.7,63.3,493.7,26.1,141.7,61,2103.2,186.5,245.5,93.2,213.6,56.1,138.4,9.1,118.8,194.7,20.4,569.1,49.4,19.6,232.6,14.1,76.4,16.2,38.2,411.2,19.3,100.4,58.1,67.1,40.9,657.3
01-05-2011,197.1,1290.8,89.3,878.8,837.5,41.5,151.7,17.9,102.5,,,,,,,,,,,,,,,,,,,,,,,55.8,36.9,209.9,19.7,60.8,24.6,33.4,314.5,342.3,,257.1,759.2,24.8,4.5,1836.9,2469.8,24.4,1852,428.1,118.4,130.6,1540.5,58.3,1716.3,958.1,1.6,201.2,164.8,26.7,28.3,582.7,69,38,63.1,495.7,27,142.7,61.6,2105.4,186.7,246.5,93.2,214.4,56.8,138.6,9.1,119.4,197.5,20.7,569.2,50.1,19.8,232.4,14.1,76.7,16.5,38.5,414.5,19.5,102.2,58.5,67.4,41.3,659.1
01-06-2011,201.5,1298,89.8,881.8,840.1,41.5,152.7,18,102.8,,,,,,,,,,,,,,,,,,,,,,,55.6,38,211.2,20,60.9,24.8,33.5,296.8,342.2,,256.4,762.1,24.9,4.4,1853.3,2457.5,23.9,1849.4,430.1,118.6,132.5,1554,58.5,1706,939.2,1.9,202.2,163.8,27,28.9,591.8,69.3,38.1,62.8,496.1,27.6,143,61.6,2115,187.6,247.9,91.4,214.2,57.3,138.9,8.6,121,198.9,20.9,565.5,48,19.7,230.3,14,77,16.5,37.9,415.2,19.5,103.4,58.5,67.8,41.7,660
01-07-2011,204.4,1304,90.3,885.9,843.9,41.3,154.5,18.2,103.4,,,,,,,,,,,,,,,,,,,,,,,55,37.8,214.3,19.7,60.1,24.9,33.7,272.9,346.3,,258.1,762.4,24.9,4.3,1875.1,2278.3,23.7,1840.8,431.6,117.6,132.5,1564.7,58.9,1551.9,784.5,2.5,203.2,173.5,27.4,29.9,608.4,69.6,38.3,62.6,497.4,26.7,143.7,61.8,2134.8,188.8,248.8,90.7,214.4,57.1,139.3,7.3,122.2,200.8,21.2,554.5,48.4,19.9,205.1,14.1,77.3,16.3,36.4,415.2,19.5,105.1,58.6,67.6,42,662
01-08-2011,205.3,1309.6,90.5,891.5,849.6,41.2,155,18.4,103.8,,,,,,,,,,,,,,,,,,,,,,,54.9,36.9,216,19.7,60.4,24.9,33.7,274.6,350.5,,256.4,762.8,24.9,4.2,1889.6,2272.6,23.4,1844.6,433.4,117.4,131.6,1569.2,58.4,1552.6,786.7,2.6,203.9,175.6,27.5,30.1,614.7,69.3,38.5,65,496.4,26.8,144,61.9,2148.6,188.2,248.3,90.6,212.7,57.2,139.7,6.9,122.4,202.3,21.1,555,49.7,19.8,200.6,14.1,79.1,17.7,36.3,418.8,19.5,106.2,58.8,68.2,41.9,663.9
01-09-2011,203.2,1310.1,90.5,904.2,862.2,40.8,155,18.2,104,,,,,,,,,,,,,,,,,,,,,,,55.1,36.2,216.2,19.5,60.9,25,33.8,300.3,359.8,,255.7,761.3,25.1,4.4,1888,2336.4,23.4,1853.3,429.7,120,131,1560.8,58.2,1611.7,856.7,2.6,203.7,175.8,27.6,30.2,614.2,69.3,38.7,64.8,498.1,27.3,144.4,61.9,2159.8,188,248.2,93.5,214,57.3,139.7,9,122.1,202.4,21.1,560.8,53.4,19.6,206.7,14.1,77.6,16.1,38.4,420,19.4,106.6,58.7,68.8,42,663.6
01-10-2011,199.7,1301.4,90.1,910.4,868.2,41.7,154.7,18.2,102.9,,,,,,,,,,,,,,,,,,,,,,,55.4,37.2,218,19.6,60.4,25.2,33.6,318.1,363.4,,254.8,762.8,25.3,4.3,1875.5,2407.9,23.9,1860,431.6,121.2,131.7,1546.4,58.6,1666.9,916.6,2.4,204.3,178.2,27.9,30.3,610.9,69.8,38.8,65.7,499.3,27.8,144.6,62.3,2174.6,187.9,248.2,93.8,215.9,57.5,138.8,8.9,122.5,202.2,21.2,562.9,50.5,19.8,226.2,14.2,79,17.1,38.7,421.4,19.3,106,58.8,69.4,42.2,663.9
01-11-2011,198.8,1302.5,90.2,909.9,867.9,41.7,154.5,18.1,101.6,,,,,,,,,,,,,,,,,,,,,,,55.5,37,219.4,19.4,62.3,25.4,33.5,325.2,365.1,,252.2,762.9,25.2,4.2,1859.6,2426,24.1,1866,429.8,119.6,132,1544.1,58.5,1684.2,936.3,2.2,205.6,178.7,27.9,30.1,605.6,70.5,38.7,65.5,497.8,27.8,144.4,62.1,2181,187.6,247.6,93.9,216.2,57.2,137.2,9,122.9,201.2,21.6,566.9,50.3,19.7,231.1,14.3,79.5,17.5,38.5,421.9,19.2,104,58.9,70.2,42,664
01-12-2011,198.9,1302.6,91.1,907.2,865.1,41.8,154.8,18.1,101.4,,,,,,,,,,,,,,,,,,,,,,,55.4,36.7,219.8,18.7,68.5,25.1,33.6,326.4,364.8,,251.2,767,25.2,4.1,1848.7,2401.6,24.3,1878.6,433.8,119.6,132.8,1546.1,58.7,1665.8,921.6,1.8,206.2,179.7,27.9,29.7,597,70.5,39.2,65.5,497.8,27.4,144.8,62,2187.2,189.5,248.6,93.6,216,56.2,137,8.9,123.2,199.6,21.7,572.7,50.1,19.9,228.4,14.4,79.2,16.9,38.5,426.1,19.1,102.4,58.8,70.2,42.1,665
01-01-2012,194.5,1283,90,882.7,840.9,41.7,153.7,18,101.6,,,,,,,,,,,,,,,,,,,,,,,55.1,35.9,217.8,17.1,61.5,25.1,33.4,302.9,346.1,,249.4,760.8,25.1,3.9,1827.3,2382.4,23.5,1872.6,427,118.5,130.1,1519.4,57.7,1649.7,908.4,1.3,204.1,178.6,28,29.3,585.5,69.3,37.4,63.9,490.1,28.9,142.6,61.8,2152.9,186.1,243.2,90.6,210.6,54.3,136.9,8.9,122.8,195.8,21.7,578.5,44.4,18.8,223.9,14.1,79.4,17.8,37.8,414.3,18.7,100.3,59.1,69.1,41.8,659.8
01-02-2012,196.3,1295.6,90.3,898.6,856.7,42,154.5,18.2,102,,,,,,,,,,,,,,,,,,,,,,,55.6,37.5,221,17.2,61.3,25.2,33.2,324.7,358.5,,249.7,764.5,24.9,3.9,1830.9,2408.3,24.7,1887.7,428,119.7,130.7,1537.8,57.3,1671.9,928.7,1.1,203.8,181.4,27.9,29,585,70,37.9,65.1,496,29,143.6,62.5,2185.1,186.3,244.1,91.1,214.8,54.9,137.6,9.1,123.5,196.2,22.1,587.4,46,19.1,230,14.1,78.8,17.4,38.3,413.5,19,100.3,58.7,68.4,41.9,663
01-03-2012,197.1,1308.5,90.5,907.8,865.8,41.8,155.2,18.3,102.8,,,,,,,,,,,,,,,,,,,,,,,55.7,37.4,221.6,17.3,61.5,25.4,33.5,331.3,364.5,,249.9,768.3,24.9,3.9,1839.3,2428.1,24.8,1898.7,430.8,120.4,131,1557.6,57.7,1686.4,942.5,0.9,204.7,183,28.1,29,588.2,70.2,38.2,66.2,499,29.6,144.9,63.2,2200.5,187.2,245.3,91.4,215.6,55.2,138.5,9.1,123.6,197.6,22.3,590,47,19,234.6,14.1,80.1,18.6,38.8,415.7,19.2,101,58.8,68.2,42,665.5
01-04-2012,198.3,1328,90.9,911.7,869.6,42.2,154.9,18.5,103.4,,,,,,,,,,,,,,,,,,,,,,,55.8,37.9,224,17.9,60.1,25.6,33.7,328.5,365.2,,251.9,766.7,25,4,1840.2,2425.7,24.8,1898.7,432.1,121.3,131.4,1583.2,58,1682.6,937.9,1,205,185.2,28.2,29.2,590.2,69.8,38.7,65.5,502.6,29.8,147,64.6,2205.5,188.5,247.2,91.4,216.3,55.9,139.3,9.1,123.8,200,22.3,591.1,49.3,19.3,233.9,14.2,82.4,20.6,39,418.3,19.2,101.8,59.3,68.5,42.1,668.9
01-05-2012,200.3,1346.4,91,927.6,885,42.2,155.8,18.7,104.6,,,,,,,,,,,,,,,,,,,,,,,55.6,38.1,225.6,18.9,60.7,25.8,33.8,326.8,374,,251.3,769.8,25.1,4.1,1867.6,2433.6,25.1,1905.1,431,122.2,131.6,1605.6,58.3,1689.4,940,1.8,206.6,186.4,28.5,30.3,609.3,70.8,39.4,65.3,508.3,30.4,148.9,65.5,2215.4,189.1,249.9,92,218.9,57.7,140.5,9.2,124.5,203.4,22.7,592.2,51.4,19.5,234.5,14.2,82.4,20.1,39.4,422.9,19.6,104.2,59.2,69.3,42.6,674
01-06-2012,206.2,1359.6,91.5,938,894.9,42.6,156.6,19.1,106.2,,,,,,,,,,,,,,,,,,,,,,,55.6,39.3,228.3,19.5,61.4,25.9,34.1,308.9,381.3,,251.7,773.7,25.4,4.2,1894.5,2425.8,24.6,1908,431.3,122.3,133.7,1626.7,58.9,1682.5,922,2.2,208.8,187.6,28.8,31,626.2,71,40.2,65.2,512,30.9,149.9,65.6,2236.9,190.6,252.6,90.6,219.8,59.1,142.3,9.1,125.9,205,23.1,592.1,51.1,19.6,232,14.1,83.8,20.7,39.8,428.9,19.6,106.3,59.3,69.9,43.1,676.8
01-07-2012,208.6,1362,92.2,933.9,890.7,42.6,157.8,19.4,106,,,,,,,,,,,,,,,,,,,,,,,56.2,38.3,230.3,19.6,60.8,25.9,34.3,282.1,374.9,,252.1,776.6,25.2,4.2,1911.1,2251.7,24.2,1902.6,436.4,121.8,133.3,1633.3,59.3,1535.1,771.3,2.5,210.1,187.6,29.3,31.8,637.5,71.5,40.2,65.5,507.2,30.8,150.1,65.4,2238.6,192.1,254.5,87.8,215.1,59.5,142,7.6,128.1,206.4,22.9,584.2,50.8,19.4,206.6,14,84.3,21.2,38.1,430.2,19.8,108.6,59.4,70.3,43.2,678.2
01-08-2012,209.8,1372,92.5,945.3,902.1,42.7,158.1,19.5,106,,,,,,,,,,,,,,,,,,,,,,,56.5,37.8,232.5,19.4,61.2,26,34.2,288.2,382.7,,250.9,777.3,25.3,4.2,1926.5,2257.4,23.9,1912.4,438.7,123.5,132.5,1642.6,59,1546.1,786.2,2.5,210.7,189.7,29.5,32,644,72.3,40.7,67.4,507,30.5,150.8,65.6,2257.8,192.4,254.6,88,214,59.3,142.2,7.7,128,207.1,22.7,589,54,19.5,204.2,14,83.7,20,38.4,432.4,20,109.6,59.4,71.3,43.2,681.1
01-09-2012,206.3,1367.4,92.1,951.2,907.9,42.5,157,19.5,106.1,,,,,,,,,,,,,,,,,,,,,,,56.3,37,231.1,19.1,61.7,25.9,34.2,307.6,388.4,,249.9,774.7,25.3,4.2,1923.5,2317.5,23.5,1918,434.3,124.2,131.6,1626.8,58.5,1600.3,851,2.4,211.4,190.7,29.2,31.6,644.7,72.5,40.8,67.3,508.1,31.1,150.7,65.6,2260.4,191.4,253.6,90.7,215,59.1,142.4,9.2,126.6,205.8,22.6,594.7,56.3,19.5,211.1,14.2,84.3,20.3,39.7,435.5,20,109.7,59.5,72.2,43.3,680.4
01-10-2012,204.2,1359.5,92.3,966.9,923.4,43.3,157.6,19.5,105.3,,,,,,,,,,,,,,,,,,,,,,,57,38,234.7,19,60.6,26.1,34,325.6,400.4,,250.9,778.6,25.5,4.3,1915.1,2385.8,24.5,1932.9,439.3,125.1,132.8,1616.2,58.7,1651.5,904,2.5,213.8,192.7,28.9,31.4,648.2,73,41.2,68.4,510.6,31.6,151.4,66.1,2290.3,192.7,255.1,91.4,217.9,59.4,141.3,9.1,126.6,206.3,22.9,603,54.2,20.1,229.9,14.1,83.6,18.7,39.9,435.4,20.2,109.4,59.4,73.5,43.5,683.1
01-11-2012,202.9,1359,92.2,974,930.5,43.2,157.7,19.3,104,,,,,,,,,,,,,,,,,,,,,,,57.3,37.7,235.1,18.2,63,25.9,34,329.7,407.1,,249.7,779.6,25.5,4.2,1903.3,2406.7,24.6,1939.7,445.8,126.1,133.2,1611.5,59,1668.8,922.8,2.1,215.4,194,28.9,31,646.3,73.7,41.2,68.3,508.3,31.1,151.1,65.7,2301.9,193.1,254.1,91.5,217.2,58.1,140,9.1,126.7,205.3,22.8,607.7,52.1,20.3,235.6,14.2,84.3,18.9,39.9,437.2,20,107.2,59.5,74.8,43.5,684.8
01-12-2012,202.7,1361.2,92.9,965.8,922,43,158.6,19.2,102.8,,,,,,,,,,,,,,,,,,,,,,,57.5,37.3,236.3,18.1,70.7,25.8,33.9,330.9,402.4,,249.2,783.4,25.6,4,1893.7,2392.1,24.7,1951.8,449.8,124.1,134.5,1616.6,58.9,1658.2,915.2,1.6,217.2,193,28.7,30.3,640,73.9,41.7,68,507.2,31,151.6,65.7,2303.8,194.7,255.4,91.5,216.8,57.7,138.8,9.1,127.1,203.3,22.9,608.7,54.1,20.8,234.1,14.2,83.6,18,39.9,443,20.1,106.2,60.9,74.7,43.8,685.5
01-01-2013,199.6,1341.1,92.6,935.1,891.3,43.8,156.5,19.3,103.6,,,,,,,,,,,,,,,,,,,,,,,56.4,36.7,234,17.3,62.1,25.9,33.8,311,379.8,,246.2,774.3,25.5,3.9,1868.8,2363.3,23.7,1947,438.7,121.4,131.9,1589.4,57.8,1638.6,898.3,1.3,216.2,188.2,28.3,29.6,627,73.2,40,65.2,500.9,30.8,149.3,65.4,2254.9,192.1,251.4,90.3,212.1,56.5,139.5,8.5,126.2,200.6,22.6,621.3,48.4,19.7,227.7,14.1,86,20.6,38.4,431.6,19.8,104.3,59.7,72.9,43.8,678.5
01-02-2013,201.3,1358.3,92.9,948.1,904.3,43.5,157.2,19.3,105.4,,,,,,,,,,,,,,,,,,,,,,,57,37.8,236.5,17.5,62.2,26.3,33.8,333.8,387.9,,247.2,777.7,25.6,4,1883.4,2391.4,24.7,1957.1,441.9,122.3,132.6,1611.9,58.2,1658.4,917.7,1.3,217.6,189.2,28.3,29.6,636.2,74.1,40.5,66,508,31.9,150.3,65.8,2285,193.1,252.9,91.1,216.1,57.1,141.6,8.9,126.6,201.2,23.1,624.5,51.2,20,233.8,14.2,86.3,20.5,39.2,433.5,20.1,105,59.7,72.9,43.8,681.9
01-03-2013,202.4,1374.3,93.3,953.1,909,43.2,157.3,19.3,106.4,,,,,,,,,,,,,,,,,,,,,,,57.3,37.5,237.6,17.5,62.1,26.4,33.9,337.9,389,,246.1,778.4,25.7,4,1891.2,2412.7,24.8,1964.9,443.7,122.8,133,1634.2,58.7,1674.5,931.3,1.2,219.1,190.5,28.3,29.5,642.2,74.5,40.7,66.6,510.4,32.7,151,66.2,2297,194.3,254.4,91.6,216.6,57.3,142.8,8.9,126.9,202.5,23.1,626.7,53.5,20,239.9,14.2,84.6,18.5,39.3,433,20.5,105.9,59.3,73.5,44.1,683.9
01-04-2013,204.8,1393.4,93.4,963.1,918.8,44.3,157.8,19.5,107.5,,,,,,,,,,,,,,,,,,,,,,,56.2,38.4,238.7,17.9,61.3,26.7,34.1,341.4,395.1,,248,780.5,25.8,4,1897,2412.3,24.9,1970.2,444.4,124.1,133,1658,59,1675.1,930,1.4,219.3,195.1,28.5,29.9,647.8,74.3,41.7,66,515.1,31.3,153.5,67.4,2311.4,195.4,256,91.2,217.9,57.8,143.7,8.9,126.1,207.2,23.1,631.9,55.5,20.2,237.9,14.1,83.6,17.5,40,433.3,20.7,107.1,59.4,72.6,44.3,686.9
01-05-2013,207.3,1414.2,93.6,975.7,931,44.2,158.5,19.7,107.9,,,,,,,,,,,,,,,,,,,,,,,56.3,38.9,240.6,18.7,61.7,26.9,34.2,337.9,403.1,,246.3,783.3,25.9,4.1,1912.9,2422.9,24.8,1975.2,444.3,125.2,133.1,1684,59.5,1684.5,934.1,2.1,219.9,196,28.6,30.7,658.7,75,42.1,66.1,517.8,31.2,154.7,68,2315.5,196.4,258.5,91.3,219,59.2,144.1,8.9,126.9,209.1,23.5,636.2,57.5,20.3,238.9,14.1,86.1,19.4,40.5,437.9,20.9,108.5,59.2,72.7,44.7,691.1
01-06-2013,212.6,1426.8,94.2,978.6,933.2,43.6,159.8,19.8,108.6,,,,,,,,,,,,,,,,,,,,,,,56.6,41.4,242.3,19.1,62.1,26.9,34.1,312.9,402.8,,246.7,784.8,26.1,4.1,1934.9,2413.4,23.9,1971.1,448.9,125,134.6,1703.7,59.6,1676,912.9,2.3,219.1,195.2,28.9,31.2,671.1,75.4,42.7,66.4,520.2,31.6,155.2,68,2322.3,197.4,260.1,89.5,220.1,59.8,144.9,8.4,128.2,210.5,23.6,632.6,57.1,20.4,236,14.2,86,18.7,39.9,439.7,21,110.3,59.1,73.2,45.4,694
01-07-2013,213.5,1429.3,94.7,985.6,939.9,43.8,161,20.1,108.6,,,,,,,,,,,,,,,,,,,,,,,56.8,40.3,245.4,18.7,61.3,27.1,34.1,294.6,407.7,,245.8,787,26.3,4.1,1956.6,2238.9,24.2,1963,447.1,126.4,134.7,1710.2,60.1,1528.5,763.5,2.5,221.4,198.3,29,31.5,683.9,75.4,43.1,66.1,518,30.5,155.8,68.2,2340.7,199,261.4,87.1,217.4,59.5,144.8,7.4,129.5,211.9,24,623.6,55.4,20.4,210.5,14.1,88.3,20.6,38.8,443.5,21.1,112.8,59.1,73.6,45.7,695.1
01-08-2013,214.4,1438.7,95,1002,956.3,43.6,161.2,20.1,109,,,,,,,,,,,,,,,,,,,,,,,57,40.4,247.9,18.6,62,27.5,34.2,299.6,421.3,,245.3,786.5,26.5,4.1,1976.1,2271.8,23.1,1973.6,450.6,127.8,133.5,1715.2,60.2,1560.7,795.9,2.5,222.2,200.2,28.9,31.4,692.9,75.4,44,67.4,519.1,30.4,157,68.5,2363.9,199.6,261.9,87.5,216.6,59.6,145.5,8.7,129.2,213,24,628.4,57.8,20.5,210.7,14.1,88.7,20.7,40.1,447.9,21.2,113.7,58.7,74.9,45.7,696.9
01-09-2013,210.2,1432.9,94.4,1007.3,961.7,43.3,160.1,20,109.1,,,,,,,,,,,,,,,,,,,,,,,57,39.2,246.5,18.3,62.4,27.8,34.2,320.2,426.8,,244.6,780.8,26.6,4.2,1970.4,2335.7,23.1,1976.8,450.4,129.3,132.1,1701.5,59.9,1618.5,863.2,2.4,222.2,199.2,28.7,31.1,689.2,75.4,44,67.5,519.4,30,157,68.4,2362.2,198.5,260.7,90.4,217,59.3,145.4,8.9,127.9,211.8,23.8,633.7,59.6,20.5,216.9,14.3,88.4,20,40.3,448.8,21.1,114,58.3,75.6,45.6,695.9
01-10-2013,209.1,1431.8,94.9,1013,967.5,44,161.5,20,108.5,,,,,,,,,,,,,,,,,,,,,,,57.9,39.7,249.1,18,62.5,27.9,34.1,339.1,429.3,,243.6,784.2,26.6,4.1,1966.1,2399.2,24.3,1991.9,454,130.6,133.4,1698.4,60.4,1665.9,910.3,2.4,224.7,200.9,28.8,31.2,693.2,75.1,44.1,68.2,523.2,31.4,157.1,68.5,2380.3,200.1,262.3,93.1,221.1,59.4,145,9.3,126.8,211.8,23.6,641.3,59.3,21.1,234.1,14.1,88.6,20,40.8,451.2,21.2,113.3,58.2,77.3,45.5,696.9
01-11-2013,207.5,1434.2,95,1020.5,975,43.9,162,20,108.4,,,,,,,,,,,,,,,,,,,,,,,58.2,39.8,251.6,17.4,67,27.9,33.9,342.7,436.3,,242.9,783.5,26.8,4.1,1958.9,2423.8,24.4,2003.8,460.7,131.4,133.8,1696.8,60.4,1684.4,929.7,2.2,225.3,200.8,28.5,30.7,690.8,75.2,44.3,68.3,524.5,30.9,157.4,68.8,2392.8,200.4,261.9,93.4,222,58.7,145.1,9.3,127.6,211.2,23.8,647.3,57.5,21.5,241.8,14.1,89,20.4,40.9,456.5,21.2,111.5,58.1,79.8,45.5,700.3
01-12-2013,208.8,1437.5,95.8,1009,963.4,43.7,162.7,20,107.6,,,,,,,,,,,,,,,,,,,,,,,58.2,39.2,252.9,17.2,74.2,27.9,34,338.2,430.1,,243.9,784.2,27.1,4,1949.3,2406.2,24.5,2013.9,460.1,128.8,134.4,1706.1,60.5,1668.9,915,1.8,227.1,200.7,28.4,30.2,682.1,75.1,44.3,67.8,522.8,30.3,157.3,68.4,2391.9,202.3,263.3,93.4,221.4,58.2,144.1,9.5,127.9,209.4,23.5,652.2,57.4,21.8,240.6,14.2,88.6,19.5,41.2,462.3,21.2,110.7,57.9,79.3,45.6,703.2
01-01-2014,205,1418.2,94.9,974.9,929.4,43.8,161.4,19.7,108,,,,,,,,,,,,,,,,,,,,,,,57.4,38.8,252.3,15.9,67,27.9,34,325.7,402.7,,240.5,774.5,27.4,3.9,1923,2392.9,24,1999.3,453.5,128.2,131.6,1677.3,60,1664.4,911.5,1.5,224.9,195.1,28.5,30,668,73.6,42.8,66,521.2,29.8,155.9,68.9,2345.6,199.4,258.3,94.2,220.5,56.2,144.8,8.6,126.7,206.8,23.1,644.1,51,21.3,234,14,88.5,20.2,40,448,21,108.4,58.2,76,45.5,697.4
01-02-2014,206.3,1436.2,95.9,981.3,935.5,43.8,162.2,19.8,109.1,,,,,,,,,,,,,,,,,,,,,,,57.6,40,254.4,15.8,66.7,28.3,34.2,348.8,405.3,,240.5,775.3,27.5,3.9,1937.6,2415,25,2006.6,453.3,129.2,131.6,1699.5,60.5,1677.7,923,1.3,224.8,196.4,28.8,30.1,675.5,74.3,43.2,66.9,527.6,30.2,157.2,69.6,2365.2,201.2,260.4,94.9,224,56.6,146.4,9.4,127.2,207.3,23.4,647.6,54.7,21.5,241.8,14.2,88.2,19.4,41,449,21.3,108.8,58.2,76.1,45.8,702
01-03-2014,207.8,1451.6,96.3,991.7,945.7,43.8,162.4,19.8,110.1,,,,,,,,,,,,,,,,,,,,,,,57.9,40,255.5,15.9,64,28.5,34.2,352.3,412.6,,241.3,775.3,27.7,3.9,1946.7,2439.9,25.1,2014.4,456.4,129.8,132.1,1721,60.5,1695.6,938.7,1.3,224.9,196.5,28.8,30.1,681.6,74.9,43.6,67.6,530.6,30.9,158.3,70.3,2377.2,201.7,260.9,95.1,224.7,56.6,147.6,9.4,126.7,207.7,23.5,649.7,55.8,21.6,246.6,14.2,88.3,19.2,41,446.9,21.6,109.2,58.3,76,46,703.4
01-04-2014,210.3,1468,96.7,1001.7,955.8,44.3,162.4,20,111.3,,,,,,,,,,,,,,,,,,,,,,,57.9,41,257.2,16.5,63.1,28.7,33.9,352.2,421.2,,242.5,776.7,27.5,3.9,1951.2,2451.5,25.7,2013.6,459.8,130,132.5,1744,60.8,1706.9,946.9,1.6,224,196.9,29,30.6,686.3,74.2,45,67.8,536.9,30.2,160.7,71.6,2385.1,202.5,262.6,95.9,227.7,57.4,148.5,9.4,127.5,210,23.3,650.6,58.8,21.7,244.4,14.1,90,20,41.3,451.7,21.8,111.1,57.4,76.5,45.9,703.4
